ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,id
46316e,OHSSS,2023-03-23T10:32:19Z,2023-03-23,2023-03-23T10:53:24Z,2023-03-23,LSGL,46316e_2023-03-23 11:32:19
