ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,id
4b0f7e,HBFWO,2022-12-02T15:52:59Z,2022-12-02,2022-12-02T17:07:04Z,2022-12-02,LSGL,4b0f7e_2022-12-02 16:52:59
