ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,destination_airport_ICAO,id,departure_airport_ICAO
461fbd,FSF773P,2023-03-24T08:09:51Z,2023-03-24,2023-03-24T09:47:35Z,2023-03-24,LSGL,461fbd_2023-03-24 09:09:51,LSGL
4b4271,HBZEF,2023-03-24T09:15:05Z,2023-03-24,2023-03-24T09:33:13Z,2023-03-24,LSGL,4b4271_2023-03-24 10:15:05,NA
4b4271,HBZEF,2023-03-24T14:50:41Z,2023-03-24,2023-03-24T15:09:56Z,2023-03-24,LSGL,4b4271_2023-03-24 15:50:41,LSGB
4b1af2,HBKFI,2023-03-24T15:46:33Z,2023-03-24,2023-03-24T16:39:52Z,2023-03-24,LSGL,4b1af2_2023-03-24 16:46:33,LSGL
4b43b1,RGA04,2023-03-24T22:15:49Z,2023-03-24,2023-03-24T22:27:11Z,2023-03-24,LSGL,4b43b1_2023-03-24 23:15:49,NA
