ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,id,destination_airport_ICAO
4b1af2,HBKFI,2023-03-13T10:26:07Z,2023-03-13,2023-03-13T10:33:46Z,2023-03-13,LSGL,4b1af2_2023-03-13 11:26:07,LSGL
44039e,EJU52BX,2023-03-13T18:34:36Z,2023-03-13,2023-03-13T19:27:40Z,2023-03-13,LSGL,44039e_2023-03-13 19:34:36,NA
44039e,EJU52BX,2023-03-13T18:34:36Z,2023-03-13,2023-03-13T19:27:40Z,2023-03-13,LSGL,44039e_2023-03-13 19:34:36,EHND
