ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
461981,FSF628H,2022-10-17T06:16:51Z,2022-10-17,2022-10-17T06:56:50Z,2022-10-17,LFLC,LSGL,461981_2022-10-17 08:16:51
4b3200,HBSYI,2022-10-17T06:18:49Z,2022-10-17,2022-10-17T06:51:23Z,2022-10-17,LSGL,LSGL,4b3200_2022-10-17 08:18:49
391a38,HBOJI,2022-10-17T06:33:41Z,2022-10-17,2022-10-17T07:26:29Z,2022-10-17,LSGL,LSGL,391a38_2022-10-17 08:33:41
4b444f,HBZWP,2022-10-17T06:41:35Z,2022-10-17,2022-10-17T07:31:58Z,2022-10-17,LSGB,LSGL,4b444f_2022-10-17 08:41:35
aba77e,N850BN,2022-10-17T07:22:48Z,2022-10-17,2022-10-17T08:40:29Z,2022-10-17,EBLG,LSGL,aba77e_2022-10-17 09:22:48
4d02ad,JFA12Q,2022-10-17T07:40:22Z,2022-10-17,2022-10-17T08:31:28Z,2022-10-17,LFLC,LSGL,4d02ad_2022-10-17 09:40:22
4b1fa1,HBLZL,2022-10-17T08:23:31Z,2022-10-17,2022-10-17T09:40:51Z,2022-10-17,LSZB,LSGL,4b1fa1_2022-10-17 10:23:31
4b1bdd,HBKOJ,2022-10-17T08:27:52Z,2022-10-17,2022-10-17T09:39:38Z,2022-10-17,LSGL,LSGL,4b1bdd_2022-10-17 10:27:52
391a38,HBOJI,2022-10-17T08:44:30Z,2022-10-17,2022-10-17T09:35:15Z,2022-10-17,LSGL,LSGL,391a38_2022-10-17 10:44:30
460861,FSF535E,2022-10-17T11:35:56Z,2022-10-17,2022-10-17T12:58:12Z,2022-10-17,LSGL,LSGL,460861_2022-10-17 13:35:56
4b0f89,HBFWZ,2022-10-17T11:59:47Z,2022-10-17,2022-10-17T13:36:19Z,2022-10-17,LSGL,LSGL,4b0f89_2022-10-17 13:59:47
4b1af2,HBKFI,2022-10-17T12:20:25Z,2022-10-17,2022-10-17T12:46:09Z,2022-10-17,LSGL,LSGL,4b1af2_2022-10-17 14:20:25
4b43ad,RGA04,2022-10-17T12:37:54Z,2022-10-17,2022-10-17T12:58:45Z,2022-10-17,LSZB,LSGL,4b43ad_2022-10-17 14:37:54
4b28e3,HBPMP,2022-10-17T12:50:15Z,2022-10-17,2022-10-17T13:00:44Z,2022-10-17,LSGY,LSGL,4b28e3_2022-10-17 14:50:15
4b1af2,HBKFI,2022-10-17T13:55:09Z,2022-10-17,2022-10-17T14:45:38Z,2022-10-17,LSGL,LSGL,4b1af2_2022-10-17 15:55:09
4643c5,FSF100A,2022-10-17T14:03:07Z,2022-10-17,2022-10-17T15:02:08Z,2022-10-17,EDRP,LSGL,4643c5_2022-10-17 16:03:07
391a38,HBOJI,2022-10-17T15:14:01Z,2022-10-17,2022-10-17T16:05:56Z,2022-10-17,LSGL,LSGL,391a38_2022-10-17 17:14:01
4b1bfd,HBKPP,2022-10-17T15:36:04Z,2022-10-17,2022-10-17T16:08:34Z,2022-10-17,LSZG,LSGL,4b1bfd_2022-10-17 17:36:04
4b1af2,HBKFI,2022-10-17T15:44:23Z,2022-10-17,2022-10-17T16:10:43Z,2022-10-17,LSGL,LSGL,4b1af2_2022-10-17 17:44:23
4b1bdd,HBKOJ,2022-10-17T16:18:56Z,2022-10-17,2022-10-17T16:35:33Z,2022-10-17,LSGL,LSGL,4b1bdd_2022-10-17 18:18:56
4b43ad,RGA04,2022-10-17T19:55:10Z,2022-10-17,2022-10-17T20:08:21Z,2022-10-17,LSGG,LSGL,4b43ad_2022-10-17 21:55:10
