ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
46208f,FSF549X,2022-09-23T06:16:37Z,2022-09-23,2022-09-23T08:20:11Z,2022-09-23,LSGL,EGLF,46208f_2022-09-23 08:16:37
46208f,FSF549X,2022-09-23T06:16:37Z,2022-09-23,2022-09-23T08:20:11Z,2022-09-23,LSGL,EGLF,46208f_2022-09-23 08:16:37
4b1af2,HBKFI,2022-09-23T07:52:27Z,2022-09-23,2022-09-23T08:19:46Z,2022-09-23,LSGL,LSGL,4b1af2_2022-09-23 09:52:27
4b1af2,HBKFI,2022-09-23T07:52:27Z,2022-09-23,2022-09-23T08:19:46Z,2022-09-23,LSGL,LSGL,4b1af2_2022-09-23 09:52:27
4b3200,HBSYI,2022-09-23T08:17:41Z,2022-09-23,2022-09-23T09:09:23Z,2022-09-23,LSGL,LSGL,4b3200_2022-09-23 10:17:41
4b3200,HBSYI,2022-09-23T08:17:41Z,2022-09-23,2022-09-23T09:09:23Z,2022-09-23,LSGL,LSGL,4b3200_2022-09-23 10:17:41
a63552,N5AV,2022-09-23T11:02:40Z,2022-09-23,2022-09-23T14:24:00Z,2022-09-23,LSGL,LEMG,a63552_2022-09-23 13:02:40
a63552,N5AV,2022-09-23T11:02:40Z,2022-09-23,2022-09-23T14:24:00Z,2022-09-23,LSGL,LEMG,a63552_2022-09-23 13:02:40
4d02a4,JFA64U,2022-09-23T11:21:52Z,2022-09-23,2022-09-23T11:35:44Z,2022-09-23,LSGL,LSGG,4d02a4_2022-09-23 13:21:52
4d02a4,JFA64U,2022-09-23T11:21:52Z,2022-09-23,2022-09-23T11:35:44Z,2022-09-23,LSGL,LSGG,4d02a4_2022-09-23 13:21:52
461fbd,FSF12N,2022-09-23T11:32:09Z,2022-09-23,2022-09-23T12:50:28Z,2022-09-23,LSGL,LFGJ,461fbd_2022-09-23 13:32:09
461fbd,FSF12N,2022-09-23T11:32:09Z,2022-09-23,2022-09-23T12:50:28Z,2022-09-23,LSGL,LFGJ,461fbd_2022-09-23 13:32:09
46316e,FSF322T,2022-09-23T12:01:19Z,2022-09-23,2022-09-23T12:19:29Z,2022-09-23,LSGL,LSZB,46316e_2022-09-23 14:01:19
46316e,FSF322T,2022-09-23T12:01:19Z,2022-09-23,2022-09-23T12:19:29Z,2022-09-23,LSGL,LSZB,46316e_2022-09-23 14:01:19
391a38,HBOJI,2022-09-23T12:09:03Z,2022-09-23,2022-09-23T13:07:38Z,2022-09-23,LSGL,LSGL,391a38_2022-09-23 14:09:03
391a38,HBOJI,2022-09-23T12:09:03Z,2022-09-23,2022-09-23T13:07:38Z,2022-09-23,LSGL,LSGL,391a38_2022-09-23 14:09:03
4b3fc2,HBYDU,2022-09-23T12:50:34Z,2022-09-23,2022-09-23T13:26:07Z,2022-09-23,LSGL,LSZG,4b3fc2_2022-09-23 14:50:34
4b3fc2,HBYDU,2022-09-23T12:50:34Z,2022-09-23,2022-09-23T13:26:07Z,2022-09-23,LSGL,LSZG,4b3fc2_2022-09-23 14:50:34
4b1bdd,HBKOJ,2022-09-23T12:55:33Z,2022-09-23,2022-09-23T13:34:28Z,2022-09-23,LSGL,LSTS,4b1bdd_2022-09-23 14:55:33
4b1bdd,HBKOJ,2022-09-23T12:55:33Z,2022-09-23,2022-09-23T13:34:28Z,2022-09-23,LSGL,LSTS,4b1bdd_2022-09-23 14:55:33
4b43ad,RGA04,2022-09-23T13:45:15Z,2022-09-23,2022-09-23T14:41:37Z,2022-09-23,LSGL,LSGL,4b43ad_2022-09-23 15:45:15
4b43ad,RGA04,2022-09-23T13:45:15Z,2022-09-23,2022-09-23T14:41:37Z,2022-09-23,LSGL,LSGL,4b43ad_2022-09-23 15:45:15
4b1af2,HBKFI,2022-09-23T14:10:00Z,2022-09-23,2022-09-23T14:30:34Z,2022-09-23,LSGL,LSGB,4b1af2_2022-09-23 16:10:00
4b1af2,HBKFI,2022-09-23T14:10:00Z,2022-09-23,2022-09-23T14:30:34Z,2022-09-23,LSGL,LSGB,4b1af2_2022-09-23 16:10:00
461108,FSF18E,2022-09-23T15:49:30Z,2022-09-23,2022-09-23T18:38:00Z,2022-09-23,LSGL,LMML,461108_2022-09-23 17:49:30
461108,FSF18E,2022-09-23T15:49:30Z,2022-09-23,2022-09-23T18:38:00Z,2022-09-23,LSGL,LMML,461108_2022-09-23 17:49:30
4b43ad,RGA04,2022-09-23T17:52:45Z,2022-09-23,2022-09-23T18:24:34Z,2022-09-23,LSGL,LSTR,4b43ad_2022-09-23 19:52:45
4b43ad,RGA04,2022-09-23T17:52:45Z,2022-09-23,2022-09-23T18:24:34Z,2022-09-23,LSGL,LSTR,4b43ad_2022-09-23 19:52:45
