ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,id
461fbd,FSF863C,2023-02-16T15:30:10Z,2023-02-16,2023-02-16T17:15:11Z,2023-02-16,LSGL,461fbd_2023-02-16 16:30:10
