ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
4b43ab,RGA03,2023-04-10T01:46:30Z,2023-04-10,2023-04-10T02:02:45Z,2023-04-10,LSGE,LSGL,4b43ab_2023-04-10 03:46:30
4b1af2,HBKFI,2023-04-10T06:48:41Z,2023-04-10,2023-04-10T07:34:46Z,2023-04-10,LSGL,LSGL,4b1af2_2023-04-10 08:48:41
4b1bdd,HBKOJ,2023-04-10T06:56:20Z,2023-04-10,2023-04-10T07:51:48Z,2023-04-10,LSGL,LSGL,4b1bdd_2023-04-10 08:56:20
4b43b1,RGA04,2023-04-10T08:02:45Z,2023-04-10,2023-04-10T08:22:58Z,2023-04-10,LSGN,LSGL,4b43b1_2023-04-10 10:02:45
4b1af2,HBKFI,2023-04-10T08:44:36Z,2023-04-10,2023-04-10T09:11:36Z,2023-04-10,LSGL,LSGL,4b1af2_2023-04-10 10:44:36
4b28e3,HBPMP,2023-04-10T09:02:54Z,2023-04-10,2023-04-10T09:19:15Z,2023-04-10,LSGE,LSGL,4b28e3_2023-04-10 11:02:54
461838,FSF231W,2023-04-10T09:05:51Z,2023-04-10,2023-04-10T09:20:20Z,2023-04-10,NA,LSGL,461838_2023-04-10 11:05:51
391a38,HBOJI,2023-04-10T09:18:30Z,2023-04-10,2023-04-10T10:02:58Z,2023-04-10,LSZB,LSGL,391a38_2023-04-10 11:18:30
424720,VPCZR,2023-04-10T09:26:31Z,2023-04-10,2023-04-10T09:59:29Z,2023-04-10,LSGG,LSGL,424720_2023-04-10 11:26:31
391a38,HBOJI,2023-04-10T11:08:16Z,2023-04-10,2023-04-10T11:43:29Z,2023-04-10,LSGL,LSGL,391a38_2023-04-10 13:08:16
460cb6,FSF832A,2023-04-10T11:52:59Z,2023-04-10,2023-04-10T12:34:24Z,2023-04-10,LFLC,LSGL,460cb6_2023-04-10 13:52:59
4b1b2f,HBKHR,2023-04-10T12:01:11Z,2023-04-10,2023-04-10T12:20:26Z,2023-04-10,NA,LSGL,4b1b2f_2023-04-10 14:01:11
44081c,OEFAX,2023-04-10T12:26:35Z,2023-04-10,2023-04-10T14:09:05Z,2023-04-10,LIPE,LSGL,44081c_2023-04-10 14:26:35
4b27bf,HBPBJ,2023-04-10T12:33:55Z,2023-04-10,2023-04-10T12:49:24Z,2023-04-10,LSGK,LSGL,4b27bf_2023-04-10 14:33:55
461fbd,FSF12N,2023-04-10T13:09:13Z,2023-04-10,2023-04-10T14:58:00Z,2023-04-10,NA,LSGL,461fbd_2023-04-10 15:09:13
4b1bdd,HBKOJ,2023-04-10T13:11:49Z,2023-04-10,2023-04-10T14:20:18Z,2023-04-10,LSGL,LSGL,4b1bdd_2023-04-10 15:11:49
4b43b1,RGA04,2023-04-10T13:17:40Z,2023-04-10,2023-04-10T13:29:19Z,2023-04-10,LSGP,LSGL,4b43b1_2023-04-10 15:17:40
391a38,HBOJI,2023-04-10T13:28:04Z,2023-04-10,2023-04-10T14:13:14Z,2023-04-10,LSGL,LSGL,391a38_2023-04-10 15:28:04
4b43b2,RGA18,2023-04-10T14:18:22Z,2023-04-10,2023-04-10T14:41:59Z,2023-04-10,LSGB,LSGL,4b43b2_2023-04-10 16:18:22
4b43b1,RGA04,2023-04-10T14:35:03Z,2023-04-10,2023-04-10T15:07:44Z,2023-04-10,LSGL,LSGL,4b43b1_2023-04-10 16:35:03
