ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
4b43ad,RGA04,2022-10-03T23:00:12Z,2022-10-04,2022-10-03T23:18:58Z,2022-10-04,LSGL,LSGN,4b43ad_2022-10-04 01:00:12
4b43ad,RGA04,2022-10-04T03:50:35Z,2022-10-04,2022-10-04T04:00:42Z,2022-10-04,LSGL,LSGB,4b43ad_2022-10-04 05:50:35
391a38,HBOJI,2022-10-04T06:21:39Z,2022-10-04,2022-10-04T07:30:53Z,2022-10-04,LSGL,LSGL,391a38_2022-10-04 08:21:39
461838,FSF520S,2022-10-04T06:28:51Z,2022-10-04,2022-10-04T07:39:25Z,2022-10-04,LSGL,LFPB,461838_2022-10-04 08:28:51
4b43ad,RGAQJ,2022-10-04T07:27:47Z,2022-10-04,2022-10-04T09:31:14Z,2022-10-04,LSGL,LSGL,4b43ad_2022-10-04 09:27:47
4d02c3,JFA34K,2022-10-04T07:57:59Z,2022-10-04,2022-10-04T09:00:52Z,2022-10-04,LSGL,LFPB,4d02c3_2022-10-04 09:57:59
46316e,FSF572K,2022-10-04T08:14:28Z,2022-10-04,2022-10-04T08:35:23Z,2022-10-04,LSGL,LSMM,46316e_2022-10-04 10:14:28
4b1af2,HBKFI,2022-10-04T10:29:39Z,2022-10-04,2022-10-04T11:06:16Z,2022-10-04,LSGL,LSPL,4b1af2_2022-10-04 12:29:39
4b28e3,HBPMP,2022-10-04T11:39:59Z,2022-10-04,2022-10-04T12:12:33Z,2022-10-04,LSGL,LSGL,4b28e3_2022-10-04 13:39:59
461108,FSF772V,2022-10-04T11:58:56Z,2022-10-04,2022-10-04T13:56:42Z,2022-10-04,LSGL,LFRO,461108_2022-10-04 13:58:56
391a38,HBOJI,2022-10-04T12:22:15Z,2022-10-04,2022-10-04T13:30:40Z,2022-10-04,LSGL,LSGL,391a38_2022-10-04 14:22:15
4b444a,HBZWK,2022-10-04T12:23:31Z,2022-10-04,2022-10-04T13:37:15Z,2022-10-04,LSGL,LSZV,4b444a_2022-10-04 14:23:31
4b43ad,RGA04,2022-10-04T12:29:32Z,2022-10-04,2022-10-04T12:53:28Z,2022-10-04,LSGL,LSGN,4b43ad_2022-10-04 14:29:32
4b43af,RGA03,2022-10-04T12:32:37Z,2022-10-04,2022-10-04T12:51:57Z,2022-10-04,LSGL,LSZB,4b43af_2022-10-04 14:32:37
a93280,N692DS,2022-10-04T12:55:05Z,2022-10-04,2022-10-04T13:15:56Z,2022-10-04,LSGL,LSGG,a93280_2022-10-04 14:55:05
39c949,FHSKJ,2022-10-04T13:05:07Z,2022-10-04,2022-10-04T13:23:51Z,2022-10-04,LSGL,LFLB,39c949_2022-10-04 15:05:07
4b1b0e,HBKGK,2022-10-04T13:14:00Z,2022-10-04,2022-10-04T13:46:27Z,2022-10-04,LSGL,LSZB,4b1b0e_2022-10-04 15:14:00
4d02b7,JFA56X,2022-10-04T13:20:06Z,2022-10-04,2022-10-04T14:09:19Z,2022-10-04,LSGL,LFMC,4d02b7_2022-10-04 15:20:06
460861,OHDEN,2022-10-04T14:10:40Z,2022-10-04,2022-10-04T14:31:46Z,2022-10-04,LSGL,LSMM,460861_2022-10-04 16:10:40
4b1af2,HBKFI,2022-10-04T14:17:31Z,2022-10-04,2022-10-04T14:42:15Z,2022-10-04,LSGL,LSGC,4b1af2_2022-10-04 16:17:31
4b1b13,HBKGP,2022-10-04T14:36:14Z,2022-10-04,2022-10-04T15:27:10Z,2022-10-04,LSGL,LSZB,4b1b13_2022-10-04 16:36:14
3d4d77,DFBOX,2022-10-04T15:08:15Z,2022-10-04,2022-10-04T16:20:02Z,2022-10-04,LSGL,EDQA,3d4d77_2022-10-04 17:08:15
4b3200,HBSYI,2022-10-04T16:02:59Z,2022-10-04,2022-10-04T16:26:22Z,2022-10-04,LSGL,LSGL,4b3200_2022-10-04 18:02:59
391a38,HBOJI,2022-10-04T16:11:00Z,2022-10-04,2022-10-04T16:55:06Z,2022-10-04,LSGL,LSGL,391a38_2022-10-04 18:11:00
4b4271,HBZEF,2022-10-04T16:35:50Z,2022-10-04,2022-10-04T16:47:44Z,2022-10-04,LSGL,LSGB,4b4271_2022-10-04 18:35:50
4b43af,RGA03,2022-10-04T19:32:12Z,2022-10-04,2022-10-04T19:51:59Z,2022-10-04,LSGL,LSZB,4b43af_2022-10-04 21:32:12
