ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,id,destination_airport_ICAO
4627c1,FSF433W,2022-11-17T07:10:09Z,2022-11-17,2022-11-17T09:09:48Z,2022-11-17,LSGL,4627c1_2022-11-17 08:10:09,EGKB
4b43ad,RGA04,2022-11-17T12:27:42Z,2022-11-17,2022-11-17T12:38:28Z,2022-11-17,LSGL,4b43ad_2022-11-17 13:27:42,LSGL
4b43ad,RGA04,2022-11-17T20:39:27Z,2022-11-17,2022-11-17T20:48:52Z,2022-11-17,LSGL,4b43ad_2022-11-17 21:39:27,NA
